"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"850","skeletons","src/skeletons/RDF2SourceConverter.java","4","5","Avoid unused imports such as 'java.util.Collection'","Type Resolution Rules","UnusedImports"
"851","skeletons","src/skeletons/RDF2SourceConverter.java","4","5","Avoid unused imports such as 'java.util.Collection'","Type Resolution Rules","UnusedImports"
"852","skeletons","src/skeletons/RDF2SourceConverter.java","4","6","Avoid unused imports such as 'java.util.Collections'","Type Resolution Rules","UnusedImports"
"853","skeletons","src/skeletons/RDF2SourceConverter.java","4","6","Avoid unused imports such as 'java.util.Collections'","Type Resolution Rules","UnusedImports"
"854","skeletons","src/skeletons/RDF2SourceConverter.java","4","7","Avoid unused imports such as 'java.util.List'","Type Resolution Rules","UnusedImports"
"855","skeletons","src/skeletons/RDF2SourceConverter.java","4","7","Avoid unused imports such as 'java.util.List'","Type Resolution Rules","UnusedImports"
"856","skeletons","src/skeletons/RDF2SourceConverter.java","4","12","Avoid unused imports such as 'com.hp.hpl.jena.rdf.model.RDFNode'","Type Resolution Rules","UnusedImports"
"857","skeletons","src/skeletons/RDF2SourceConverter.java","4","12","Avoid unused imports such as 'com.hp.hpl.jena.rdf.model.RDFNode'","Type Resolution Rules","UnusedImports"
"858","skeletons","src/skeletons/RDF2SourceConverter.java","3","19","The class 'RDF2SourceConverter' has a Cyclomatic Complexity of 4 (Highest = 11).","Code Size Rules","CyclomaticComplexity"
"859","skeletons","src/skeletons/RDF2SourceConverter.java","3","19","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"860","skeletons","src/skeletons/RDF2SourceConverter.java","3","24","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"861","skeletons","src/skeletons/RDF2SourceConverter.java","3","24","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"862","skeletons","src/skeletons/RDF2SourceConverter.java","3","25","Avoid variables with short names like ns","Naming Rules","ShortVariable"
"863","skeletons","src/skeletons/RDF2SourceConverter.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"864","skeletons","src/skeletons/RDF2SourceConverter.java","3","25","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"865","skeletons","src/skeletons/RDF2SourceConverter.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"866","skeletons","src/skeletons/RDF2SourceConverter.java","3","26","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"867","skeletons","src/skeletons/RDF2SourceConverter.java","1","26","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"868","skeletons","src/skeletons/RDF2SourceConverter.java","3","29","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"869","skeletons","src/skeletons/RDF2SourceConverter.java","3","30","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"870","skeletons","src/skeletons/RDF2SourceConverter.java","3","30","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"871","skeletons","src/skeletons/RDF2SourceConverter.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"872","skeletons","src/skeletons/RDF2SourceConverter.java","1","63","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"873","skeletons","src/skeletons/RDF2SourceConverter.java","3","63","Parameter 'nodeID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"874","skeletons","src/skeletons/RDF2SourceConverter.java","5","65","Found 'DD'-anomaly for variable 'targetResource' (lines '65'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"875","skeletons","src/skeletons/RDF2SourceConverter.java","3","68","Local variable 'iter1' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"876","skeletons","src/skeletons/RDF2SourceConverter.java","3","71","Local variable 'temp' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"877","skeletons","src/skeletons/RDF2SourceConverter.java","3","73","Do not add empty strings","Optimization Rules","AddEmptyString"
"878","skeletons","src/skeletons/RDF2SourceConverter.java","2","81","System.out.print is used","Java Logging Rules","SystemPrintln"
"879","skeletons","src/skeletons/RDF2SourceConverter.java","1","92","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"880","skeletons","src/skeletons/RDF2SourceConverter.java","3","92","Parameter 'className' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"881","skeletons","src/skeletons/RDF2SourceConverter.java","5","95","Found 'DD'-anomaly for variable 'myInstance' (lines '95'-'99').","Controversial Rules","DataflowAnomalyAnalysis"
"882","skeletons","src/skeletons/RDF2SourceConverter.java","3","98","Local variable 'initCar' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"883","skeletons","src/skeletons/RDF2SourceConverter.java","3","101","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"884","skeletons","src/skeletons/RDF2SourceConverter.java","1","106","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"885","skeletons","src/skeletons/RDF2SourceConverter.java","3","106","Parameter 'node' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"886","skeletons","src/skeletons/RDF2SourceConverter.java","3","106","The method 'explore_class_node' has a Cyclomatic Complexity of 11.","Code Size Rules","CyclomaticComplexity"
"887","skeletons","src/skeletons/RDF2SourceConverter.java","5","112","Found 'DU'-anomaly for variable 'className' (lines '112'-'159').","Controversial Rules","DataflowAnomalyAnalysis"
"888","skeletons","src/skeletons/RDF2SourceConverter.java","3","112","Local variable 'className' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"889","skeletons","src/skeletons/RDF2SourceConverter.java","5","116","Found 'DD'-anomaly for variable 'obj_constructed' (lines '116'-'143').","Controversial Rules","DataflowAnomalyAnalysis"
"890","skeletons","src/skeletons/RDF2SourceConverter.java","3","118","Local variable 'stmts' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"891","skeletons","src/skeletons/RDF2SourceConverter.java","3","121","Ensure that resources like this Statement object are closed after use","Design Rules","CloseResource"
"892","skeletons","src/skeletons/RDF2SourceConverter.java","2","125","System.out.print is used","Java Logging Rules","SystemPrintln"
"893","skeletons","src/skeletons/RDF2SourceConverter.java","5","133","Found 'DU'-anomaly for variable 'id_assigned' (lines '133'-'159').","Controversial Rules","DataflowAnomalyAnalysis"
"894","skeletons","src/skeletons/RDF2SourceConverter.java","2","136","System.out.print is used","Java Logging Rules","SystemPrintln"
"895","skeletons","src/skeletons/RDF2SourceConverter.java","2","141","System.out.print is used","Java Logging Rules","SystemPrintln"
"896","skeletons","src/skeletons/RDF2SourceConverter.java","2","147","System.out.print is used","Java Logging Rules","SystemPrintln"
"897","skeletons","src/skeletons/RDF2SourceConverter.java","3","151","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"898","skeletons","src/skeletons/RDF2SourceConverter.java","1","161","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"899","skeletons","src/skeletons/RDF2SourceConverter.java","3","161","Parameter 'node' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"900","skeletons","src/skeletons/RDF2SourceConverter.java","3","169","Ensure that resources like this Statement object are closed after use","Design Rules","CloseResource"
"901","skeletons","src/skeletons/RDF2SourceConverter.java","3","173","The String literal '\\.' appears 5 times in this file; the first occurrence is on line 173","String and StringBuffer Rules","AvoidDuplicateLiterals"
"902","skeletons","src/skeletons/RDF2SourceConverter.java","1","194","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"903","skeletons","src/skeletons/RDF2SourceConverter.java","3","194","Parameter 'node' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"904","skeletons","src/skeletons/RDF2SourceConverter.java","5","201","Found 'DU'-anomaly for variable 'className' (lines '201'-'230').","Controversial Rules","DataflowAnomalyAnalysis"
"905","skeletons","src/skeletons/RDF2SourceConverter.java","5","202","Found 'DU'-anomaly for variable 'methodName' (lines '202'-'230').","Controversial Rules","DataflowAnomalyAnalysis"
"906","skeletons","src/skeletons/RDF2SourceConverter.java","3","206","Ensure that resources like this Statement object are closed after use","Design Rules","CloseResource"
"907","skeletons","src/skeletons/RDF2SourceConverter.java","3","223","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"908","skeletons","src/skeletons/RDF2SourceConverter.java","5","237","Found 'DU'-anomaly for variable 'className' (lines '237'-'274').","Controversial Rules","DataflowAnomalyAnalysis"
"909","skeletons","src/skeletons/RDF2SourceConverter.java","5","238","Found 'DU'-anomaly for variable 'fieldName' (lines '238'-'274').","Controversial Rules","DataflowAnomalyAnalysis"
"910","skeletons","src/skeletons/RDF2SourceConverter.java","5","241","Found 'DU'-anomaly for variable 'id_assigned' (lines '241'-'274').","Controversial Rules","DataflowAnomalyAnalysis"
"911","skeletons","src/skeletons/RDF2SourceConverter.java","3","245","Ensure that resources like this Statement object are closed after use","Design Rules","CloseResource"
"912","skeletons","src/skeletons/RDF2SourceConverter.java","5","258","Found 'DU'-anomaly for variable 'id_assigned' (lines '258'-'274').","Controversial Rules","DataflowAnomalyAnalysis"
"913","skeletons","src/skeletons/RDF2SourceConverter.java","3","266","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"914","skeletons","src/skeletons/RDF2SourceConverter.java","3","280","Avoid empty try blocks","Basic Rules","EmptyTryBlock"
"915","skeletons","src/skeletons/RDF2SourceConverter.java","1","310","A switch with less than 3 branches is inefficient, use a if statement instead.","Design Rules","TooFewBranchesForASwitchStatement"
"916","skeletons","src/skeletons/RDF2SourceConverter.java","3","310","Switch statements should have a default label","Design Rules","SwitchStmtsShouldHaveDefault"
"917","skeletons","src/skeletons/RDF2SourceConverter.java","5","373","Found 'DD'-anomaly for variable 'targetResource' (lines '373'-'381').","Controversial Rules","DataflowAnomalyAnalysis"
"918","skeletons","src/skeletons/RDF2SourceConverter.java","5","429","Found 'DD'-anomaly for variable 'nodeID' (lines '429'-'431').","Controversial Rules","DataflowAnomalyAnalysis"
"919","skeletons","src/skeletons/RDF2SourceConverter.java","3","446","Avoid variables with short names like in","Naming Rules","ShortVariable"
"920","testprac","src/testprac/OpeatorVisitor.java","4","9","Avoid unused imports such as 'japa.parser.ast.expr.ConditionalExpr'","Type Resolution Rules","UnusedImports"
"921","testprac","src/testprac/OpeatorVisitor.java","4","9","Avoid unused imports such as 'japa.parser.ast.expr.ConditionalExpr'","Type Resolution Rules","UnusedImports"
"922","testprac","src/testprac/OpeatorVisitor.java","3","20","Parameter 'arg' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"923","testprac","src/testprac/OpeatorVisitor.java","3","20","Parameter 'expr' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"924","testprac","src/testprac/OpeatorVisitor.java","3","22","Local variable 'leftExpr' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"925","testprac","src/testprac/OpeatorVisitor.java","3","23","Local variable 'rightExpr' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"926","testprac","src/testprac/OpeatorVisitor.java","3","24","Local variable 'operExpr' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"927","testprac","src/testprac/OpeatorVisitor.java","2","25","System.out.print is used","Java Logging Rules","SystemPrintln"
"928","testprac","src/testprac/OpeatorVisitor.java","3","30","Parameter 'arg' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"929","testprac","src/testprac/OpeatorVisitor.java","3","30","Parameter 'expr' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"930","testprac","src/testprac/OpeatorVisitor.java","3","32","Local variable 'target' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"931","testprac","src/testprac/OpeatorVisitor.java","3","33","Local variable 'value' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"932","testprac","src/testprac/OpeatorVisitor.java","2","34","System.out.print is used","Java Logging Rules","SystemPrintln"
"933","testprac","src/testprac/OpeatorVisitor.java","3","45","Parameter 'arg' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"934","testprac","src/testprac/OpeatorVisitor.java","2","48","System.out.print is used","Java Logging Rules","SystemPrintln"
"935","testprac","src/testprac/OpeatorVisitor.java","1","53","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"936","testprac","src/testprac/OpeatorVisitor.java","3","71","Avoid variables with short names like n","Naming Rules","ShortVariable"
"937","testprac","src/testprac/OperatorParser.java","3","20","Local variable 'fileName' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"938","testprac","src/testprac/OperatorParser.java","3","21","Local variable 'file' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"939","testprac","src/testprac/OperatorParser.java","3","22","Avoid variables with short names like cu","Naming Rules","ShortVariable"
"940","testprac","src/testprac/OperatorParser.java","3","22","Local variable 'cu' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"941","testprac","src/testprac/OperatorParser.java","3","23","Local variable 'visitor' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"942","testprac","src/testprac/OperatorParser.java","2","26","System.out.print is used","Java Logging Rules","SystemPrintln"
"943","testprac","src/testprac/OperatorParser.java","3","31","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"944","testprac","src/testprac/OperatorParser.java","3","33","Local variable 'parser' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
